reward	loss	steps
4.860000133514404	-0.06543530523777008	6
5.853000164031982	-0.32927678525447845	7
612.8960571289062	-0.3297353708767332	658
596.5308227539062	-0.40186017990345135	657
10.895000457763672	-0.5228195810341276	16
3.947999954223633	-0.4245125824236311	5
4.888000011444092	-0.12444652855629101	6
2.9689998626708984	-0.10043873131508008	4
1.9880000352859497	-0.08496933948481455	3
7.238999366760254	-0.05720183957600966	9
2.9539999961853027	0.055519082059618086	4
11.479999542236328	0.18048863153671846	13
11.615999221801758	0.2316490602097474	13
14.6899995803833	0.043267343600746244	17
18.652000427246094	-0.15464464906835929	35
2.998000144958496	-0.7483168054022826	4
4.941999912261963	-0.8973165709176101	6
14.088001251220703	-0.7601088095107116	36
6.868000030517578	-0.712589125672821	8
21.363998413085938	-0.6529528457322158	49
1.99399995803833	-0.9912805217900313	3
14.356999397277832	-0.6777539211907424	26
1.9890000820159912	-0.7496276605525054	3
4.9770002365112305	-0.6600030991830863	6
13.0780029296875	-0.42746901843929663	23
0.9990000128746033	0.4978984561166726	2
14.167000770568848	0.48041313741123304	17
8.274999618530273	0.99437904212391	12
0.9990000128746033	0.14523416612064466	2
1.996000051498413	-0.05415444221580401	3
2.9760000705718994	-0.07126094546401873	4
0.9980000257492065	0.8461053207865916	2
2.9630000591278076	0.9409849182120524	4
2.9830000400543213	0.9626043349853717	4
3.9809999465942383	0.9739012172794901	5
1.9760000705718994	1.6459180167294107	3
1.9930000305175781	1.384444808063563	3
6.565000534057617	1.4323237887001596	8
3.9690001010894775	1.411700238881167	5
3.9660000801086426	1.6697748503065668	5
6.880000114440918	1.2894530794001184	8
7.970000267028809	1.42482533067232	9
13.019000053405762	1.4811044609523378	15
20.095001220703125	1.539641608891543	22
2.9880001544952393	1.060852547583636	4
2.9600000381469727	1.386898895201739	4
42.35800552368164	1.3965122666559182	62
27.907997131347656	1.351783316989895	38
12.905000686645508	1.2333389263949357	14
55.364994049072266	1.2370332150603645	82
92.94699096679688	1.2195451098377816	147
45.549007415771484	1.3950028854305856	50
45.77400207519531	1.4150844911928289	67
286.6739196777344	1.5027043844456784	358
191.81503295898438	1.5338072261656635	267
273.64697265625	1.5563680796767585	345
144.12294006347656	1.4350380419637077	171
51.00299835205078	1.307450604334008	58
166.2080535888672	1.2445034726406448	198
320.5728759765625	1.2599104565451853	356
317.7030029296875	1.379001937515568	350
145.8660125732422	1.1736530882189982	162
168.73492431640625	0.9539631080697291	194
250.62901306152344	0.9362527743796818	270
339.492919921875	1.0320716963033192	371
345.6488952636719	1.0636913456837647	363
147.43397521972656	1.1364493795554154	154
235.2599334716797	1.0560473554651253	244
177.74696350097656	0.8689836167613976	185
598.631591796875	0.9414611139218323	658
217.32000732421875	0.958441227383446	225
225.0118865966797	0.8556623455951922	233
338.8038330078125	0.8370138701866381	368
81.22300720214844	0.6895903346012346	84
584.8850708007812	0.701857301115524	658
346.4638366699219	0.8048270518775098	362
216.45098876953125	0.5982966597075574	225
201.94496154785156	0.6264226312632672	216
94.62500762939453	0.6671519006486051	101
305.9209289550781	0.640074307739269	341
51.83000946044922	0.5420006166095845	56
316.86090087890625	0.641451867937576	363
310.9378967285156	0.7324517021770589	359
56.36701583862305	0.7672205368871801	72
162.9130401611328	0.6118208865518682	197
56.42399978637695	0.6815970416064374	65
1.996000051498413	-0.23664255189942196	3
91.14201354980469	-0.39154734957264736	99
152.98898315429688	-0.533869696140755	162
97.14501190185547	-0.6097454180126078	100
539.8070678710938	-0.5311643605236895	657
549.1779174804688	-0.5063628417556174	658
269.7049865722656	-0.6247874957625754	279
99.38499450683594	-0.6596697469358332	103
333.5828552246094	-0.6116222863201983	349
133.1290283203125	-0.6809343372588046	142
337.6929016113281	-0.5981419061427005	361
329.85662841796875	-0.5245929260854609	339
573.78173828125	-0.5338040984352119	656
100.25	-0.4020054883440025	103
556.9235229492188	-0.3290060407598503	657
184.93093872070312	-0.3792515306849964	191
555.0767211914062	-0.4067628014017828	657
212.73704528808594	-0.45505454792873934	226
549.969970703125	-0.3215050961007364	658
255.9259490966797	-0.3803060020436533	264
565.535400390625	-0.28411655529635027	659
343.798828125	-0.2186371724237688	364
471.3017578125	-0.26432261272566393	509
288.93603515625	-0.4143538366188295	300
583.139892578125	-0.37783506541745737	658
487.0556335449219	-0.3125741037656553	511
193.79800415039062	-0.2971761993248947	200
593.0497436523438	-0.23740271694259718	657
58.769012451171875	-0.15770255244569853	60
19.06399917602539	0.11651415907545015	21
612.710693359375	0.1940778397838585	658
494.86279296875	0.21308873005909845	531
326.3779296875	0.17655102320713922	346
599.480712890625	0.24236242630286142	656
581.4698486328125	0.20846031390829012	656
153.70494079589844	0.14922487520379946	167
104.41400146484375	0.07801019184989855	121
601.7808227539062	0.1136541121522896	656
284.6449890136719	0.2335455396096222	320
385.99371337890625	0.26285392203135416	439
48.66900634765625	0.28266581118805334	52
58.1090087890625	-0.08084128081100062	62
159.50596618652344	-0.2935791540076025	175
287.1607666015625	-0.27546437858836725	308
193.5018310546875	-0.436610393517185	209
615.3505859375	-0.3192356306244619	657
597.1146240234375	-0.32712647813605145	656
612.078857421875	-0.2976802376215346	657
454.0498352050781	-0.1845079896156676	494
594.954833984375	-0.19619581784354523	657
301.3929443359375	-0.07599605555878952	314
476.4089050292969	-0.04470229457365349	503
164.3609619140625	-0.06863450753735378	172
187.09400939941406	-0.2976415430312045	197
504.9737548828125	-0.3152230934356339	544
167.22496032714844	-0.2750445635174401	177
609.9127197265625	-0.21891421760665253	658
411.3646545410156	-0.2555489198421128	421
144.6719970703125	-0.32389880280243233	152
202.0409698486328	-0.6104966507409699	210
610.80078125	-0.532019357488025	657
91.4820327758789	-0.4242404059623368	93
607.4199829101562	-0.3576408580993302	657
608.662841796875	-0.25575513701187447	657
197.25790405273438	-0.5475713417981751	206
604.0054931640625	-0.5176704780315049	656
144.5179443359375	-0.49949812825070694	157
589.1535034179688	-0.3761648603831418	657
595.3389282226562	-0.43333772505866364	656
598.5751953125	-0.39365420799003914	657
594.0193481445312	-0.3272870511864312	656
584.22265625	-0.22665620903717354	656
259.224853515625	-0.20731816563056782	272
101.9410171508789	-0.16961063939379528	106
107.61299133300781	-0.26406937587307766	121
351.69073486328125	-0.18741456913994625	364
597.2925415039062	-0.10944685089634731	656
610.2804565429688	-0.010538165748585016	657
