num_steps,num_episodes,total_reward,avg_reward
131.0,28.0,127.64102172851562,4.558608055114746
135.0,28.0,129.51998901367188,4.62571382522583
133.0,12.0,121.20700073242188,10.10058307647705
138.0,11.0,109.56401062011719,9.96036434173584
135.0,6.0,108.697998046875,18.1163330078125
134.0,4.0,82.51399230957031,20.628498077392578
167.0,2.0,133.69700622558594,66.84850311279297
276.0,2.0,240.3509521484375,120.17547607421875
1127.0,1.0,1042.167236328125,1042.167236328125
392.0,1.0,361.4207763671875,361.4207763671875
1693.0,1.0,1614.4888916015625,1614.4888916015625
1360.0,1.0,1294.2811279296875,1294.2811279296875
704.0,1.0,675.8816528320312,675.8816528320312
1106.0,1.0,1058.2498779296875,1058.2498779296875
371.0,1.0,356.0008239746094,356.0008239746094
2047.0,1.0,1996.21484375,1996.21484375
1725.0,1.0,1675.9578857421875,1675.9578857421875
2143.0,1.0,2109.139892578125,2109.139892578125
1701.0,1.0,1653.1107177734375,1653.1107177734375
596.0,1.0,580.5587768554688,580.5587768554688
1194.0,1.0,1141.2076416015625,1141.2076416015625
932.0,1.0,913.54150390625,913.54150390625
1300.0,1.0,1272.96484375,1272.96484375
798.0,1.0,766.0476684570312,766.0476684570312
962.0,1.0,943.072265625,943.072265625
1661.0,1.0,1629.5477294921875,1629.5477294921875
1714.0,1.0,1660.17431640625,1660.17431640625
1734.0,1.0,1711.5828857421875,1711.5828857421875
1091.0,1.0,1058.0997314453125,1058.0997314453125
939.0,1.0,914.4419555664062,914.4419555664062
1077.0,1.0,1045.4365234375,1045.4365234375
1305.0,1.0,1274.2991943359375,1274.2991943359375
1495.0,1.0,1465.804931640625,1465.804931640625
770.0,1.0,758.1935424804688,758.1935424804688
1269.0,1.0,1247.0947265625,1247.0947265625
895.0,1.0,877.9445190429688,877.9445190429688
1057.0,1.0,1020.5704345703125,1020.5704345703125
817.0,1.0,784.1934204101562,784.1934204101562
359.0,1.0,346.76556396484375,346.76556396484375
365.0,1.0,352.8117980957031,352.8117980957031
291.0,1.0,281.43988037109375,281.43988037109375
333.0,1.0,324.3069152832031,324.3069152832031
1539.0,1.0,1495.1220703125,1495.1220703125
889.0,1.0,871.3799438476562,871.3799438476562
675.0,1.0,643.6782836914062,643.6782836914062
1705.0,1.0,1679.5474853515625,1679.5474853515625
855.0,1.0,839.1607055664062,839.1607055664062
1404.0,1.0,1362.468994140625,1362.468994140625
1327.0,1.0,1303.30517578125,1303.30517578125
1202.0,1.0,1174.435791015625,1174.435791015625
2217.0,1.0,2172.296875,2172.296875
130.0,7.0,88.53199768066406,12.647428512573242
1658.0,1.0,1577.94580078125,1577.94580078125
421.0,1.0,375.7119140625,375.7119140625
406.0,3.0,383.063720703125,127.68790435791016
800.0,1.0,781.9898681640625,781.9898681640625
875.0,1.0,832.2059936523438,832.2059936523438
152.0,1.0,149.08592224121094,149.08592224121094
1980.0,1.0,1903.5269775390625,1903.5269775390625
771.0,1.0,741.4190063476562,741.4190063476562
282.0,1.0,267.19195556640625,267.19195556640625
1708.0,1.0,1660.10693359375,1660.10693359375
1033.0,1.0,1010.43212890625,1010.43212890625
898.0,1.0,877.5643310546875,877.5643310546875
1730.0,1.0,1698.190673828125,1698.190673828125
311.0,1.0,293.3760070800781,293.3760070800781
2264.0,1.0,2195.24658203125,2195.24658203125
548.0,1.0,499.7295837402344,499.7295837402344
1400.0,1.0,1358.816650390625,1358.816650390625
842.0,1.0,824.8942260742188,824.8942260742188
943.0,1.0,909.3392944335938,909.3392944335938
361.0,1.0,349.1658935546875,349.1658935546875
1455.0,1.0,1406.6365966796875,1406.6365966796875
1544.0,1.0,1499.4326171875,1499.4326171875
2104.0,1.0,2032.736572265625,2032.736572265625
1691.0,1.0,1657.916748046875,1657.916748046875
1636.0,1.0,1595.018798828125,1595.018798828125
315.0,1.0,300.8179626464844,300.8179626464844
1475.0,1.0,1413.983154296875,1413.983154296875
775.0,1.0,741.0234985351562,741.0234985351562
1399.0,1.0,1366.6240234375,1366.6240234375
1294.0,1.0,1252.6900634765625,1252.6900634765625
459.0,2.0,362.4418640136719,181.22093200683594
128.0,18.0,118.1550064086914,6.564167022705078
128.0,28.0,124.37999725341797,4.442142963409424
133.0,18.0,124.19998931884766,6.899999618530273
489.0,1.0,443.4455871582031,443.4455871582031
844.0,1.0,747.4099731445312,747.4099731445312
799.0,1.0,659.9984130859375,659.9984130859375
1429.0,1.0,1264.9759521484375,1264.9759521484375
602.0,1.0,532.3406372070312,532.3406372070312
1133.0,1.0,1025.1580810546875,1025.1580810546875
334.0,1.0,292.7498474121094,292.7498474121094
1461.0,1.0,1315.8790283203125,1315.8790283203125
1084.0,1.0,997.7886352539062,997.7886352539062
337.0,1.0,306.1670837402344,306.1670837402344
692.0,1.0,636.7850952148438,636.7850952148438
328.0,1.0,307.162841796875,307.162841796875
314.0,1.0,296.0528869628906,296.0528869628906
253.0,1.0,236.76995849609375,236.76995849609375
1083.0,1.0,978.2457275390625,978.2457275390625
647.0,1.0,628.150390625,628.150390625
1067.0,1.0,1008.2245483398438,1008.2245483398438
977.0,1.0,961.3031616210938,961.3031616210938
868.0,1.0,829.5697631835938,829.5697631835938
1129.0,1.0,1092.3377685546875,1092.3377685546875
1130.0,1.0,1103.67431640625,1103.67431640625
1496.0,1.0,1447.1156005859375,1447.1156005859375
1392.0,1.0,1356.1566162109375,1356.1566162109375
2025.0,1.0,1991.6595458984375,1991.6595458984375
1429.0,1.0,1408.2447509765625,1408.2447509765625
721.0,1.0,706.5355224609375,706.5355224609375
300.0,1.0,285.3130187988281,285.3130187988281
1197.0,1.0,1163.01904296875,1163.01904296875
2047.0,1.0,1987.6146240234375,1987.6146240234375
2364.0,1.0,2316.3798828125,2316.3798828125
582.0,1.0,569.8824462890625,569.8824462890625
1627.0,1.0,1602.748291015625,1602.748291015625
1355.0,1.0,1332.746826171875,1332.746826171875
1107.0,1.0,1087.5714111328125,1087.5714111328125
1247.0,1.0,1217.9239501953125,1217.9239501953125
1942.0,1.0,1892.891357421875,1892.891357421875
